['cup', 'color_white', 'dampness_damp', 'dimension_narrow_short_small_thick', 'material_ceramic', 'physical_fragile_hard', 'price_expensive', 'room_bathroom', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_irregular', 'size_small', 'fullness_full', 'place_in_refrigerator', 'temperature_cold', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_irregular', 'size_small', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_damp', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_irregular', 'size_small', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_irregular', 'size_small', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_dry', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_irregular', 'size_small', 'fullness_full', 'place_in_refrigerator', 'temperature_cold', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_dry', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_irregular', 'size_small', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_normal', 'room_balcony', 'shape_irregular', 'size_small', 'fullness_half', 'place_on_railing', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_normal', 'room_balcony', 'shape_irregular', 'size_small', 'fullness_half', 'place_on_table', 'temperature_cold', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_normal', 'room_balcony', 'shape_irregular', 'size_small', 'fullness_full', 'place_in_cooler', 'temperature_cold', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_dry', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_dirty', 'room_balcony', 'shape_irregular', 'size_small', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_normal', 'room_balcony', 'shape_irregular', 'size_small', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_damp', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_dirty', 'room_balcony', 'shape_irregular', 'size_small', 'fullness_empty', 'place_on_chair', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_damp', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_clean', 'room_garage', 'shape_irregular', 'size_small', 'fullness_full', 'place_in_cooler', 'temperature_cold', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_damp', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_dirty', 'room_garage', 'shape_irregular', 'size_small', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_clean', 'room_garage', 'shape_irregular', 'size_small', 'fullness_half', 'place_in_car', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_damp', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_dirty', 'room_garage', 'shape_irregular', 'size_small', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_dry', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_clean', 'room_garage', 'shape_irregular', 'size_small', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_dry', 'dimension_long_narrow', 'material_plastic', 'price_cheap', 'cleanliness_dirty', 'room_garage', 'shape_irregular', 'size_small', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_wet', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_straight', 'size_medium', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_straight', 'size_medium', 'fullness_half', 'place_on_floor', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_straight', 'size_medium', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_straight', 'size_medium', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_clean', 'room_closet', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_on_shelf', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_closet', 'shape_curved_straight', 'size_medium', 'fullness_half', 'place_on_rack', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_clean', 'room_closet', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_in_box', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_clean', 'room_closet', 'shape_curved_straight', 'size_medium', 'fullness_empty', 'place_on_shelf', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_wet', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_clean', 'room_closet', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_in_bag', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_closet', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_in_box', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_dry', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_wet', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_damp', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_straight', 'size_medium', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_wet', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dampness_damp', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_straight', 'size_medium', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_bronze_clear', 'dimension_long', 'material_glass', 'physical_fragile_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_straight', 'size_medium', 'fullness_full', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_damp', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_dry', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_wet', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_damp', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_dry', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_dry', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_damp', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_blue_clear', 'dampness_dry', 'dimension_deep_long_narrow', 'material_plastic', 'physical_compressible', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_transparent', 'weight_heavy']
['bottle', 'color_black', 'dampness_dry', 'material_glass', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved', 'size_large', 'fullness_full', 'place_in_rack', 'temperature_room_temperature', 'transparency_translucent', 'weight_heavy']
['bottle', 'color_black', 'material_glass', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved', 'size_large', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_translucent', 'weight_heavy']
